id,full_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,team_short,npg,npxG,xGChain,xGBuildup,team_short,pos
703,Fikayo Tomori,15,1299,1,0.5629753815,0,0.1198766008,7,4,3,0,D,Chelsea,Chelsea,1,0.5629753815,5.061155995,4.995166844,Chelsea,
5073,Florian Lejeune,6,442,2,0.3811470969,0,0.05124922469,4,1,0,0,D S,Newcastle United,Newcastle,2,0.3811470969,0.2689422891,0.206484098,Newcastle,
4068,Florin Andone,3,69,1,0.3645962477,0,0.05819628388,1,1,0,1,F S,Brighton,Brighton,1,0.3645962477,0.3645962477,0,Brighton,
6817,Fred,29,2147,0,1.591740058,0,2.314132543,40,35,8,0,M S,Manchester United,Man Utd,0,1.591740058,12.0332467,9.726845287,Man Utd,
3253,Frederic Guilbert,25,2045,0,0.4175967816,2,1.389764119,8,13,6,0,D M S,Aston Villa,Aston Villa,0,0.4175967816,4.420983244,3.741674721,Aston Villa,
5543,Gabriel Jesus,34,2022,14,21.0152013,7,3.598858256,101,32,3,0,F S,Manchester City,Man City,14,20.25403243,27.65223386,7.181309737,Man City,
7752,Gabriel Martinelli,14,643,3,2.242483456,0,0.1135418843,12,2,1,0,M S,Arsenal,Arsenal,3,2.242483456,2.99593303,0.6399076562,Arsenal,
6105,Gaëtan Bong,4,53,0,0,0,0.1189888492,0,2,0,0,S,Brighton,Brighton,0,0,0.1566527095,0.03766385932,Brighton,
699,Gary Cahill,25,2167,0,1.610497998,1,0.4316556118,21,3,1,0,D,Crystal Palace,Crystal Palace,0,1.610497998,1.811500825,1.751877161,Crystal Palace,
8257,Gedson Fernandes,7,51,0,0.01995056309,0,0.09191018716,1,2,0,0,S,Tottenham,Spurs,0,0.01995056309,0.2679602224,0.1560994722,Spurs,
7706,George Baldock,38,3420,2,0.7630057875,3,1.62530896,13,22,7,0,M,Sheffield United,Sheffield Utd,2,0.7630057875,8.718191016,7.147828612,Sheffield Utd,
8563,George Hirst,2,5,0,0.1006027926,0,0,3,0,0,0,S,Leicester,Leicester,0,0.1006027926,0.02122309618,0,Leicester,
1729,Georges-Kévin Nkoudou,1,1,0,0.05635842308,0,0,1,0,0,0,S,Tottenham,Spurs,0,0.05635842308,0.05635842308,0,Spurs,
771,Georginio Wijnaldum,37,2980,4,2.651081571,0,0.808545718,36,18,0,0,M S,Liverpool,Liverpool,4,2.651081571,13.4786532,10.85671391,Liverpool,
591,Gerard Deulofeu,28,2137,4,6.213232521,5,4.786341347,63,43,4,0,F M S,Watford,Watford,3,5.452063657,11.51365806,3.673295915,Watford,
5681,Giovani Lo Celso,28,1477,0,1.379527796,2,1.707291834,18,29,6,0,M S,Tottenham,Spurs,0,1.379527796,7.932056021,5.939790461,Spurs,
882,Glenn Murray,23,761,1,2.606120537,1,0.8675273359,18,3,0,0,F S,Brighton,Brighton,1,2.606120537,3.274798197,0.6036569551,Brighton,
204,Granit Xhaka,31,2598,1,0.5712299095,2,0.972196633,11,16,10,0,M S,Arsenal,Arsenal,1,0.5712299095,12.97385988,12.26305776,Arsenal,
7690,Grant Hanley,15,1261,0,0.439899426,0,0,8,0,4,0,D S,Norwich,Norwich,0,0.439899426,1.799297087,1.799297087,Norwich,
714,Gylfi Sigurdsson,35,2580,2,4.019367754,3,4.011605945,46,52,3,0,M S,Everton,Everton,1,3.258198898,11.04620074,7.521261834,Everton,
6418,Hamza Choudhury,20,879,1,0.3366532791,1,0.1128376424,7,4,2,1,M S,Leicester,Leicester,1,0.3366532791,2.745781757,2.528091561,Leicester,
647,Harry Kane,29,2595,18,13.29706595,2,3.117006309,82,27,4,0,F,Tottenham,Spurs,16,11.77476505,16.85461588,3.051301309,Spurs,
1687,Harry Maguire,38,3420,1,2.772249752,0,0.4539246932,31,16,6,0,D,Manchester United,Man Utd,1,2.772249752,12.0299432,11.71480491,Man Utd,
5596,Harry Wilson,31,1672,7,4.16500081,0,2.217743622,56,14,2,0,F M S,Bournemouth,Bournemouth,7,4.16500081,7.921821792,4.210727058,Bournemouth,
971,Harry Winks,31,2236,0,0.3900795691,0,0.8992681,14,17,9,0,M S,Tottenham,Spurs,0,0.3900795691,7.997803209,7.140216051,Spurs,
6681,Harvey Barnes,36,2094,6,8.480619835,8,4.085434273,61,35,0,0,F M S,Leicester,Leicester,6,8.480619835,17.09378569,6.48778346,Leicester,
7546,Harvey Elliott,2,5,0,0,0,0,0,0,0,0,S,Liverpool,Liverpool,0,0,0,0,Liverpool,
492,Héctor Bellerín,15,1164,1,0.4325046167,0,0.4499826059,7,3,2,0,D M S,Arsenal,Arsenal,1,0.4325046167,4.19036074,3.453754239,Arsenal,
7727,Henri Lansbury,10,186,0,0.05322895199,0,0.06579376012,2,2,0,0,M S,Aston Villa,Aston Villa,0,0.05322895199,0.4618245736,0.361035347,Aston Villa,
317,Henrikh Mkhitaryan,3,109,0,0.4295179099,0,0.274301976,2,2,1,0,M S,Arsenal,Arsenal,0,0.4295179099,0.8670729101,0.2900707126,Arsenal,
637,Hugo Lloris,21,1808,0,0,0,0,0,0,0,0,GK,Tottenham,Spurs,0,0,0.6128968094,0.6128968094,Spurs,
3358,Ibrahim Amadou,11,757,0,0.5927500073,0,0.05028622225,6,1,1,0,D M S,Norwich,Norwich,0,0.5927500073,1.24645482,1.150982291,Norwich,
6997,Ignacio Pussetto,7,48,0,0,0,0,0,0,1,0,S,Watford,Watford,0,0,0,0,Watford,
314,Ilkay Gündogan,31,2006,2,4.346703093,1,2.919196378,32,34,7,0,M S,Manchester City,Man City,1,2.824402241,19.26157467,15.24622955,Man City,
8254,Indiana Vassilev,4,35,0,0.03281444311,0,0,1,0,0,0,S,Aston Villa,Aston Villa,0,0.03281444311,0.03281444311,0,Aston Villa,
6062,Isaac Hayden,29,2224,1,1.390735574,2,2.533773718,18,15,4,1,D M S,Newcastle United,Newcastle,1,1.390735574,7.82953654,4.89385092,Newcastle,
1724,Isaac Success,5,54,0,0.09479810297,0,0.05467768759,1,1,1,0,S,Watford,Watford,0,0.09479810297,0.194449693,0.04497389868,Watford,
5675,Ismaila Sarr,28,2038,5,5.968198502,4,4.351109144,43,25,1,0,F M S,Watford,Watford,5,5.968198502,11.6523366,3.366789443,Watford,
3203,Issa Diop,32,2767,3,1.795262912,1,1.828402793,16,5,8,0,D S,West Ham,West Ham,3,1.795262912,3.843444647,3.618653284,West Ham,
712,Jack Cork,30,2627,0,1.345175726,0,1.172848172,18,12,1,0,M,Burnley,Burnley,0,1.345175726,6.311918277,4.833094614,Burnley,
675,Jack Grealish,36,3235,8,6.844703699,6,7.637995329,73,92,8,0,F M,Aston Villa,Aston Villa,8,6.083534846,18.37364167,9.304536566,Aston Villa,
7705,Jack O'Connell,33,2913,0,0.8287773207,1,3.557616675,14,16,4,0,D S,Sheffield United,Sheffield Utd,0,0.8287773207,7.513776335,6.322382801,Sheffield Utd,
8286,Jack Robinson,6,507,0,0,0,0.1481659748,0,2,0,0,D,Sheffield United,Sheffield Utd,0,0,1.092676114,0.9445101414,Sheffield Utd,
733,Jack Rodwell,1,13,0,0,0,0,0,0,0,0,S,Sheffield United,Sheffield Utd,0,0,0,0,Sheffield Utd,
6410,Jack Simpson,4,237,0,0.01181875169,0,0.03468532115,1,1,0,0,D S,Bournemouth,Bournemouth,0,0.01181875169,0.04650407284,0,Bournemouth,
7823,Jack Stacey,19,1553,0,0.5616067871,2,2.406902581,5,10,2,0,D S,Bournemouth,Bournemouth,0,0.5616067871,5.17683972,3.120716247,Bournemouth,
1735,Jack Stephens,28,2456,1,0.9333294556,3,1.174786873,6,8,4,1,D S,Southampton,Southampton,1,0.9333294556,5.805270739,4.653188629,Southampton,
1036,Jack Wilshere,8,197,0,0,0,0,0,0,0,0,M S,West Ham,West Ham,0,0,0.5077891946,0.5077891946,West Ham,
6027,Jairo Riedewald,17,747,0,0.04698867071,0,0.2108974457,3,2,0,0,D M S,Crystal Palace,Crystal Palace,0,0.04698867071,1.32526215,1.193236528,Crystal Palace,
8493,Jake Vokins,1,90,0,0.01328416169,0,0.09659572691,1,1,0,0,D,Southampton,Southampton,0,0.01328416169,0.5018613935,0.4885772169,Southampton,
766,Jamaal Lascelles,24,2084,1,0.4411915848,0,0.1419747695,9,2,5,0,D,Newcastle United,Newcastle,1,0.4411915848,2.998541767,2.853571115,Newcastle,
7691,Jamal Lewis,28,2311,1,0.3487264607,0,1.011701008,9,15,4,0,D S,Norwich,Norwich,1,0.3487264607,4.066843003,2.890742601,Norwich,
7438,James Garner,1,5,0,0,0,0,0,0,0,0,S,Manchester United,Man Utd,0,0,0.03625577688,0.03625577688,Man Utd,
7753,James Justin,13,1005,0,0.267881128,1,1.079851244,7,12,1,0,D M S,Leicester,Leicester,0,0.267881128,4.534260921,3.331790112,Leicester,
6818,James Maddison,31,2632,6,5.021774916,3,5.768516241,74,79,4,0,M S,Leicester,Leicester,6,5.021774916,14.3790017,8.763976753,Leicester,
633,James McArthur,37,3145,0,1.805841227,3,2.996064655,28,34,6,0,M,Crystal Palace,Crystal Palace,0,1.805841227,7.98980388,4.762050416,Crystal Palace,
589,James McCarthy,33,1641,0,0.4151825262,0,1.398389746,12,17,9,0,M S,Crystal Palace,Crystal Palace,0,0.4151825262,3.684040502,2.971497422,Crystal Palace,
489,James Milner,22,895,2,2.164733507,2,0.9346521161,12,11,4,0,D M S,Liverpool,Liverpool,0,0.6423958018,6.646241307,5.740981162,Liverpool,
1665,James Tarkowski,38,3420,2,2.621869174,2,3.587190253,21,15,10,0,D,Burnley,Burnley,2,2.621869174,3.144728767,2.991728919,Burnley,
530,James Tomkins,18,1589,1,1.054326991,1,0.1189458892,9,2,5,0,D,Crystal Palace,Crystal Palace,1,1.054326991,2.64926759,2.5303217,Crystal Palace,
843,James Ward-Prowse,38,3420,5,7.061390931,3,5.76154747,57,61,9,0,D M,Southampton,Southampton,4,4.777884329,13.29220022,9.146257374,Southampton,
755,Jamie Vardy,35,3034,23,18.90353732,5,6.36829756,89,32,3,0,F S,Leicester,Leicester,19,15.09769312,21.02660731,1.724340666,Leicester,
6042,Jan Bednarek,34,3059,1,1.060794048,1,1.09412053,7,3,4,0,D,Southampton,Southampton,1,1.060794048,4.889748644,4.872771088,Southampton,
640,Jan Vertonghen,23,1651,1,0.637748884,1,1.017921805,4,3,2,0,D M S,Tottenham,Spurs,1,0.637748884,4.369382696,3.715995932,Spurs,
111,Jannik Vestergaard,19,1500,1,0.6769367196,0,0.7554682996,12,6,3,0,D S,Southampton,Southampton,1,0.6769367196,3.913532881,3.750416284,Southampton,
8222,Japhet Tanganga,6,528,0,0.05346821621,0,0.02911781892,3,1,1,0,D M,Tottenham,Spurs,0,0.05346821621,0.7489598095,0.7084570266,Spurs,
8476,Jarrad Branthwaite,4,296,0,0,0,0,0,0,0,0,D S,Everton,Everton,0,0,1.471693017,1.471693017,Everton,
1776,Jarrod Bowen,13,935,1,2.31647383,4,2.612398013,24,15,0,0,M S,West Ham,West Ham,1,2.31647383,5.648861565,2.029872507,West Ham,
1719,Javier Manquillo,21,1598,0,0.03594760597,1,0.2627807371,1,5,5,0,D M S,Newcastle United,Newcastle,0,0.03594760597,3.059056005,2.839415492,Newcastle,
844,Jay Rodriguez,36,1987,8,8.956882774,1,0.7683108971,67,6,1,0,F S,Burnley,Burnley,7,8.195713877,7.035942082,1.257896686,Burnley,
4764,Jean-Philippe Gbamin,2,135,0,0,0,0,0,0,0,0,M S,Everton,Everton,0,0,0,0,Everton,
4475,Jed Steer,1,7,0,0,0,0,0,0,0,0,GK,Aston Villa,Aston Villa,0,0,0,0,Aston Villa,
1746,Jeff Hendrick,24,1944,2,2.102083635,2,1.378748854,22,14,8,0,M S,Burnley,Burnley,2,2.102083635,4.952221878,2.434791435,Burnley,
2182,Jefferson Lerma,33,2724,1,0.8153311415,2,1.531303081,30,11,11,1,M S,Bournemouth,Bournemouth,1,0.8153311415,8.758199345,8.174161017,Bournemouth,
757,Jeffrey Schlupp,17,1035,3,2.184974889,1,0.948796737,18,7,2,0,D F M S,Crystal Palace,Crystal Palace,3,2.184974889,3.242849723,1.128528431,Crystal Palace,
8235,Jeremy Ngakia,5,442,0,0.01403650455,0,0,1,0,0,0,D,West Ham,West Ham,0,0.01403650455,0.8919648202,0.8779283138,West Ham,
558,Jesse Lingard,22,919,1,2.327569552,0,1.110420321,22,20,3,0,M S,Manchester United,Man Utd,1,2.327569552,7.162810549,3.927907876,Man Utd,
5234,Jesús Vallejo,2,163,0,0,0,0,0,0,1,0,D S,Wolverhampton Wanderers,Wolves,0,0,0.05839471146,0.05839471146,Wolves,
6143,Jetro Willems,19,1501,2,0.4853102183,2,1.082735077,14,16,0,0,D M S,Newcastle United,Newcastle,2,0.4853102183,3.265106991,1.965357644,Newcastle,
2379,João Cancelo,17,1198,0,0.5605651829,0,2.999575402,15,17,4,0,D M S,Manchester City,Man City,0,0.5605651829,14.22669828,11.60989326,Man City,
3422,João Moutinho,38,3100,1,0.6877675271,6,6.775043549,22,76,7,0,M S,Wolverhampton Wanderers,Wolves,1,0.6877675271,11.93269111,10.85865741,Wolves,
8272,João Pedro,3,14,0,0.04292362556,0,0,1,0,0,0,S,Watford,Watford,0,0.04292362556,0.04292362556,0,Watford,
6630,Joe Willock,29,819,1,2.320996422,1,1.046809496,15,12,2,0,M S,Arsenal,Arsenal,1,2.320996422,5.560237467,3.183693353,Arsenal,
332,Joel Matip,9,706,1,0.3017807063,0,0.01566415839,4,1,0,0,D S,Liverpool,Liverpool,1,0.3017807063,1.555288021,1.539623862,Liverpool,
510,Joel Ward,29,2383,0,0.1988261007,0,0.2505737357,5,5,4,0,D S,Crystal Palace,Crystal Palace,0,0.1988261007,2.54627021,2.205837969,Crystal Palace,
87,Joelinton,38,2722,2,6.031041045,2,3.101166109,50,29,7,0,F M S,Newcastle United,Newcastle,2,6.031041045,12.04208388,4.82217684,Newcastle,
1663,Johann Berg Gudmundsson,12,629,1,0.7235382646,1,0.9180742428,10,14,0,0,M S,Burnley,Burnley,1,0.7235382646,1.565794177,1.005730655,Burnley,
7703,John Egan,36,3193,2,2.6867084,0,0.451592505,27,1,3,1,D,Sheffield United,Sheffield Utd,2,2.6867084,3.889271326,3.759345159,Sheffield Utd,
7709,John Fleck,30,2513,5,3.248101874,2,3.42932895,31,39,8,0,M S,Sheffield United,Sheffield Utd,5,3.248101874,10.27454457,5.323464704,Sheffield Utd,
7708,John Lundstram,34,2448,5,5.921482933,3,3.829640366,44,21,5,0,M S,Sheffield United,Sheffield Utd,5,5.921482933,12.00811403,5.026100654,Sheffield Utd,
7723,John McGinn,28,2323,3,3.982573007,3,2.617759112,55,37,3,0,M S,Aston Villa,Aston Villa,3,3.982573007,9.970860671,5.289585173,Aston Villa,
586,John Stones,16,1114,0,0.5476326207,0,0.06062992848,6,2,0,0,D S,Manchester City,Man City,0,0.5476326207,6.485637009,6.466724321,Man City,
7725,Jonathan Kodjia,6,96,0,0.1586535871,0,0.08237358928,2,1,1,0,S,Aston Villa,Aston Villa,0,0.1586535871,0.3279519081,0.08692473173,Aston Villa,
769,Jonjo Shelvey,26,2136,6,2.24221378,2,4.141612278,45,44,3,0,M S,Newcastle United,Newcastle,6,2.24221378,7.487127935,4.892644167,Newcastle,
2280,Jonny,35,2907,2,1.614042718,2,1.566812024,19,23,4,0,M S,Wolverhampton Wanderers,Wolves,2,1.614042718,10.03451308,7.451252225,Wolves,
807,Jonny Evans,38,3390,1,2.480743626,1,0.3810349116,23,8,8,1,D,Leicester,Leicester,1,2.480743626,10.93947146,10.73453592,Leicester,
672,Jordan Ayew,37,3196,9,7.676179042,2,2.864641923,58,30,6,0,F M,Crystal Palace,Crystal Palace,9,7.676179042,11.72133004,3.87739226,Crystal Palace,
605,Jordan Henderson,30,2254,4,1.184688816,5,4.10806204,20,27,2,0,M S,Liverpool,Liverpool,4,1.184688816,15.85856329,12.1521189,Liverpool,
741,Jordan Pickford,38,3420,0,0,0,0.03647874668,0,1,2,0,GK,Everton,Everton,0,0,3.216958884,3.216958884,Everton,
8518,Jordan Thomas,1,1,0,0,0,0,0,0,0,0,S,Norwich,Norwich,0,0,0,0,Norwich,
481,Jordon Ibe,2,39,0,0,0,0,0,0,0,0,S,Bournemouth,Bournemouth,0,0,0.02199849114,0.02199849114,Bournemouth,
1389,Jorginho,31,2391,4,3.097004123,2,2.916516068,12,23,10,0,M S,Chelsea,Chelsea,1,0.8134975955,15.91804847,14.99246665,Chelsea,
568,José Holebas,14,1019,0,0.2385536442,0,0.5429356396,6,11,5,0,D S,Watford,Watford,0,0.2385536442,2.609519782,2.237692667,Watford,
1374,José Reina,12,1080,0,0,0,0.03902811557,0,1,1,0,GK,Aston Villa,Aston Villa,0,0,1.70922461,1.70922461,Aston Villa,
987,Joseph Gomez,28,1996,0,0.01837915555,0,0.1635641232,1,5,7,0,D S,Liverpool,Liverpool,0,0.01837915555,8.470328348,8.29664246,Liverpool,
8323,Josh Brownhill,10,808,0,0.3180441968,0,0.1222565845,6,3,2,0,M S,Burnley,Burnley,0,0.3180441968,2.09862379,1.89085114,Burnley,
8455,Josh Martin,5,25,0,0.106460005,0,0,1,0,0,0,S,Norwich,Norwich,0,0.106460005,0.106460005,0,Norwich,
465,Joshua King,26,2033,6,6.534089729,4,4.133098684,26,30,0,0,F M S,Bournemouth,Bournemouth,3,4.250657398,8.373351187,3.02174308,Bournemouth,
209,Josip Drmic,21,609,1,2.934155995,0,0.9491621144,14,4,0,1,F S,Norwich,Norwich,1,2.934155995,2.379446946,0.2444553785,Norwich,
2132,Jota,10,328,0,0.2638002466,1,0.5682314299,6,4,0,0,F M S,Aston Villa,Aston Villa,0,0.2638002466,1.558620621,0.8490683436,Aston Villa,
6306,Juan Foyth,4,67,0,0,0,0.02350112982,0,1,1,0,D S,Tottenham,Spurs,0,0,0.099093467,0.099093467,Spurs,
554,Juan Mata,19,740,0,1.217082262,2,2.104931265,10,18,1,0,M S,Manchester United,Man Utd,0,1.217082262,4.749433916,3.057509588,Man Utd,
463,Junior Stanislas,15,706,3,1.870865489,0,0.9225292793,17,12,1,0,D M S,Bournemouth,Bournemouth,2,1.109696637,2.252744849,1.580289776,Bournemouth,
6542,Jürgen Locadia,2,84,0,0.3997017853,0,0,2,0,0,0,F S,Brighton,Brighton,0,0.3997017853,0.1017003786,0.04361510463,Brighton,
745,Kasper Schmeichel,38,3420,0,0.0185577441,0,0.3644337449,1,3,2,0,GK,Leicester,Leicester,0,0.0185577441,3.87591101,3.518941959,Leicester,
1053,Keinan Davis,18,514,0,1.985923849,0,0.1803661194,17,6,0,0,F S,Aston Villa,Aston Villa,0,1.985923849,2.638287212,1.306781422,Aston Villa,
620,Kelechi Iheanacho,20,976,5,5.90127157,3,2.588645751,36,15,1,0,F M S,Leicester,Leicester,5,5.90127157,8.980088063,1.332780542,Leicester,
7602,Kelland Watts,1,12,0,0,0,0,0,0,0,0,S,Newcastle United,Newcastle,0,0,0,0,Newcastle,
7693,Kenny McLean,37,2955,1,1.213697412,1,2.622597435,30,24,5,0,M S,Norwich,Norwich,1,1.213697412,8.084727772,6.269315179,Norwich,
5061,Kepa,33,2970,0,0,0,0,0,0,0,0,GK,Chelsea,Chelsea,0,0,5.265830476,5.265830476,Chelsea,
5261,Kevin Danso,6,272,0,0.07807090878,1,0.07897821069,1,1,0,1,D S,Southampton,Southampton,0,0.07807090878,0.4979414828,0.4979414828,Southampton,
447,Kevin De Bruyne,35,2818,14,8.106427835,20,20.62070693,100,133,3,0,M S,Manchester City,Man City,12,6.58409016,37.79831073,19.24482371,Man City,
1747,Kevin Long,8,560,0,0.1059900476,0,0,2,0,0,0,D S,Burnley,Burnley,0,0.1059900476,0.8505858779,0.757578969,Burnley,
723,Ki Sung-yueng,3,137,0,0,0,0.05511658266,0,2,0,0,M S,Newcastle United,Newcastle,0,0,0.04251881316,0,Newcastle,
8089,Kieran Tierney,15,996,1,0.2283624411,1,0.7536176853,6,6,2,0,D M S,Arsenal,Arsenal,1,0.2283624411,2.880771268,2.309806339,Arsenal,
8046,Kieron Freeman,2,5,0,0,0,0,0,0,0,0,S,Sheffield United,Sheffield Utd,0,0,0.02352186665,0.02352186665,Sheffield Utd,
5043,Kiko Femenía,28,2253,0,0.1220470397,0,1.201011118,5,18,5,0,D M S,Watford,Watford,0,0.1220470397,3.485389378,2.782934683,Watford,
6859,Kortney Hause,18,1541,1,2.823767407,0,0.4907598346,20,2,3,0,D S,Aston Villa,Aston Villa,1,2.823767407,1.735960333,1.735960333,Aston Villa,
935,Kurt Zouma,28,2340,0,1.469709527,0,0.121913828,15,1,6,0,D S,Chelsea,Chelsea,0,1.469709527,9.402101983,9.392717806,Chelsea,
638,Kyle Walker,29,2407,1,1.312236728,4,1.930935388,14,19,5,0,D M S,Manchester City,Man City,1,1.312236728,17.87528704,16.14107899,Man City,
885,Kyle Walker-Peters,13,946,0,0.1195318848,0,0.7473620903,3,6,1,0,D S,"Southampton,Tottenham",Southampton,0,0.1195318848,2.343926486,1.64901511,Southampton,
7236,Leander Dendoncker,38,2793,4,2.6380439,0,0.7169408379,20,9,5,0,D M S,Wolverhampton Wanderers,Wolves,4,2.6380439,9.559081248,8.40288242,Wolves,
7698,Leandro Trossard,31,2018,5,5.354302024,3,4.625110671,41,42,0,0,F M S,Brighton,Brighton,5,5.354302024,12.01170401,4.77916933,Brighton,
588,Leighton Baines,8,399,0,0.04336038232,0,0.7610810865,1,7,0,0,D M S,Everton,Everton,0,0.04336038232,1.677618213,1.677618213,Everton,
8061,Leon Clarke,2,29,0,0.4281304777,0,0,1,0,0,0,S,Sheffield United,Sheffield Utd,0,0.4281304777,0.4880923331,0.05996185914,Sheffield Utd,
337,Leroy Sané,1,6,0,0.09815926105,0,0,2,0,0,0,S,Manchester City,Man City,0,0.09815926105,0.1721694022,0.1210349798,Man City,
1789,Lewis Cook,27,1331,0,0.2477536704,0,0.5486514252,9,11,5,0,M S,Bournemouth,Bournemouth,0,0.2477536704,3.170845577,2.713585532,Bournemouth,
6048,Lewis Dunk,36,3233,3,3.71927774,3,1.26342325,31,14,9,0,D,Brighton,Brighton,3,3.71927774,8.553321623,8.347681749,Brighton,
8090,Lloyd Kelly,8,634,0,0.03567546234,0,0.1382223815,1,1,2,0,D S,Bournemouth,Bournemouth,0,0.03567546234,0.6540597752,0.5158373937,Bournemouth,
1823,Lucas Digne,35,3044,0,1.257189199,7,6.390029035,29,72,6,0,D M,Everton,Everton,0,1.257189199,8.197329143,5.132402357,Everton,
3293,Lucas Moura,35,2261,4,5.582064642,4,3.279884607,56,35,3,0,F M S,Tottenham,Spurs,4,5.582064642,10.08838138,3.178778965,Spurs,
1227,Lucas Torreira,29,1496,1,1.457248714,1,0.8258079728,21,13,7,0,M S,Arsenal,Arsenal,1,1.457248714,6.481219806,4.913524672,Arsenal,
5549,Luka Milivojevic,31,2519,3,2.495715669,1,1.736452141,31,29,12,0,M S,Crystal Palace,Crystal Palace,1,0.9733779943,4.504622877,3.986329461,Crystal Palace,
62,Lukas Rupp,12,701,0,0.8557931073,0,0.775527481,4,8,1,0,M S,Norwich,Norwich,0,0.8557931073,2.554830967,0.9235103661,Norwich,
706,Lukasz Fabianski,25,2117,0,0,0,0,0,0,1,0,GK,West Ham,West Ham,0,0,1.003832517,1.003832517,West Ham,
7713,Luke Freeman,11,358,0,0.05767989159,0,0.1855610386,3,3,2,0,M S,Sheffield United,Sheffield Utd,0,0.05767989159,0.6818461455,0.4621270895,Sheffield Utd,
1006,Luke Shaw,24,1735,0,0.719465985,0,1.375558405,11,19,7,0,D S,Manchester United,Man Utd,0,0.719465985,7.25877029,6.281433146,Man Utd,
8562,Luke Thomas,3,270,0,0,1,0.6299818009,0,9,0,0,M,Leicester,Leicester,0,0,1.378853023,1.267735928,Leicester,
1748,Lys Mousset,30,1220,6,6.072983541,4,3.612106992,37,12,1,0,F S,Sheffield United,Sheffield Utd,6,6.072983541,9.621278783,2.463755716,Sheffield Utd,
485,Mamadou Sakho,14,928,0,0,0,0.02957283519,0,1,1,1,D S,Crystal Palace,Crystal Palace,0,0,1.73845271,1.708879873,Crystal Palace,
535,Manuel Lanzini,24,1372,0,2.141773476,2,2.079108534,23,31,1,0,F M S,West Ham,West Ham,0,2.141773476,5.773349335,3.432397785,West Ham,
753,Marc Albrighton,20,860,0,0.4460918773,3,2.290337469,10,20,2,0,M S,Leicester,Leicester,0,0.4460918773,4.420472512,2.378024429,Leicester,
7694,Marco Stiepermann,24,1201,0,1.293781566,0,0.9374048952,19,12,6,0,M S,Norwich,Norwich,0,1.293781566,5.158773828,3.412886145,Norwich,
1621,Marcos Alonso,18,1436,4,2.546826496,2,2.991487339,30,25,4,0,D M S,Chelsea,Chelsea,4,2.546826496,10.60677864,7.111681357,Chelsea,
550,Marcos Rojo,3,119,0,0.1320688426,0,0,1,0,1,0,D S,Manchester United,Man Utd,0,0.1320688426,0.03241937235,0.03241937235,Man Utd,
556,Marcus Rashford,31,2673,17,19.50372761,7,5.457172869,95,33,3,0,F M,Manchester United,Man Utd,11,13.41441368,20.24479784,5.906573037,Man Utd,
12,Mario Vrancic,20,613,1,1.097883802,0,1.030054159,14,7,3,0,M S,Norwich,Norwich,1,1.097883802,1.720390306,1.226145415,Norwich,
533,Mark Noble,33,2709,4,2.773826021,3,3.181472189,17,44,5,0,M S,West Ham,West Ham,1,0.490319523,10.03794243,7.929711479,West Ham,
7582,Mark Travers,1,90,0,0,0,0,0,0,0,0,GK,Bournemouth,Bournemouth,0,0,0.0198047515,0.0198047515,Bournemouth,
6532,Martin Dubravka,38,3420,0,0,0,0,0,0,0,0,GK,Newcastle United,Newcastle,0,0,2.55671307,2.55671307,Newcastle,
525,Martin Kelly,19,1554,0,0.0609724056,1,0.8339540884,2,6,0,0,D S,Crystal Palace,Crystal Palace,0,0.0609724056,2.381859912,2.184050214,Crystal Palace,
1950,Martín Montoya,27,1912,0,1.434309933,1,1.942305795,8,21,5,0,D M S,Brighton,Brighton,0,1.434309933,6.852791702,4.159861935,Brighton,
8040,Marvelous Nakamba,29,1836,0,0.1315446673,0,0.5477455305,7,12,5,0,M S,Aston Villa,Aston Villa,0,0.1315446673,4.796764562,4.29724895,Aston Villa,
7490,Mason Greenwood,31,1304,10,3.387857363,1,1.411507794,39,14,0,0,F M S,Manchester United,Man Utd,10,3.387857363,8.516980451,4.284458378,Man Utd,
985,Mason Holgate,27,2047,0,1.405400881,3,1.122264192,12,4,5,0,D M S,Everton,Everton,0,1.405400881,6.361287424,5.70923648,Everton,
7768,Mason Mount,37,2894,7,7.49783041,5,5.258456767,78,52,3,0,F M S,Chelsea,Chelsea,7,7.49783041,16.87500463,8.520663107,Chelsea,
2385,Mat Ryan,38,3420,0,0,0,0,0,0,0,0,GK,Brighton,Brighton,0,0,4.315608842,4.315608842,Brighton,
1017,Matej Vydra,19,794,2,4.003597118,1,0.7459431458,18,8,0,0,F S,Burnley,Burnley,2,4.003597118,5.321380101,0.6670278106,Burnley,
2254,Mateo Kovacic,31,2086,1,0.9726598635,3,1.848453196,21,28,8,0,M S,Chelsea,Chelsea,1,0.9726598635,10.1122225,9.035377033,Chelsea,
6852,Matt Doherty,36,2842,4,6.484134657,3,2.127985888,34,21,1,0,D M S,Wolverhampton Wanderers,Wolves,4,6.484134657,14.1650483,7.663296996,Wolves,
461,Matt Ritchie,18,1321,2,1.510739537,1,2.345365051,26,32,4,0,D M S,Newcastle United,Newcastle,2,0.749570664,2.739802847,1.418419342,Newcastle,
884,Matt Targett,28,2305,1,0.3935443014,2,3.29992317,7,29,4,0,D M S,Aston Villa,Aston Villa,1,0.3935443014,7.988193564,6.494183116,Aston Villa,
