chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,full_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,web_name_2,Team,key,pos,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type
,,78916,0,0,0,0,0,2,0,,0,Dan,Dan Burn,0,61,FALSE,,,45,78916.jpg,0,Burn,1.1,FALSE,,a,3,36,86,0,0,0,0,0,19.1,Burn,Burn,Brighton,Burn Brighton,D,2879,0,0,9,42,0,0,0,5,0,0,3,480,602.8,311.9,128,104.2,69,28,113,26,210,58,124,32
0,,155569,0,0,0,0,0,2,0,,0,Daniel,Daniel Amartey,0,227,FALSE,Ankle injury - Unknown return date,2020-08-15T10:00:11.830679Z,40,155569.jpg,0,Amartey,0.4,FALSE,,i,9,13,0,0,0,0,0,0,0,Amartey,Amartey,Leicester,Amartey Leicester,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379,139,360,138,340,131,379,139
,,200617,0,0,0,0,0,3,0,,0,Daniel,Daniel James,0,311,FALSE,,,65,200617.jpg,0,James,0.3,FALSE,,a,13,1,95,0,0,0,0,0,14.6,James,James,Chelsea,James Chelsea,D,2281,3,6,7,29,0,0,0,4,0,0,2,308,415.2,428.1,622,146,155,63,77,54,49,26,63,37
,,38290,0,0,0,0,0,2,0,,0,Danny,Danny Rose,0,384,FALSE,,,50,38290.jpg,0,Rose,0.3,FALSE,,a,17,6,47,0,0,0,0,0,9.4,Rose,Rose,Spurs,Rose Spurs,D,1753,0,0,5,28,0,0,0,7,0,0,0,290,288.4,230.8,44,56.5,208,80,154,33,284,101,232,75
,,216616,0,0,0,0,0,2,0,,0,Dara,Dara O'Shea,0,425,FALSE,,,45,216616.jpg,0,O'Shea,0.5,FALSE,,a,18,35,0,0,0,0,0,0,0,O'Shea,O'Shea,West Brom,O'Shea West Brom,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426,167,417,167,407,164,426,167
,,176420,0,0,0,0,0,2,0,,0,Darnell,Darnell Furlong,0,422,FALSE,,,45,176420.jpg,0,Furlong,0.3,FALSE,,a,18,35,0,0,0,0,0,0,0,Furlong,Furlong,West Brom,Furlong West Brom,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415,161,406,161,393,157,415,161
,,41270,0,0,0,0,0,2,0,,0,David,David Luiz,0,3,FALSE,,,55,41270.jpg,0,Luiz Moreira Marinho,1.3,FALSE,,a,1,3,94,0,0,0,0,0,17.1,David Luiz,David Luiz,Arsenal,Luiz Moreira Marinho Arsenal,D,2809,2,1,8,42,0,0,0,5,2,0,10,494,701.6,106.7,211,102.1,48,18,219,61,159,32,129,35
,,173904,0,0,0,0,0,2,0,,0,Davinson,Davinson Sánchez,0,398,FALSE,,,55,173904.jpg,0,Sánchez,1.2,FALSE,,a,17,6,64,0,0,0,0,0,11.6,Sánchez,Sánchez,Spurs,Sánchez Spurs,D,2431,0,2,4,37,0,0,0,6,0,0,4,443,550,31,82,66.5,93,37,296,108,248,79,207,64
,,151119,0,0,0,0,0,2,0,,0,DeAndre,DeAndre Yedlin,0,335,FALSE,,,45,151119.jpg,0,Yedlin,0.4,FALSE,,a,14,4,26,0,0,0,0,0,5.8,Yedlin,Yedlin,Newcastle,Yedlin Newcastle,D,934,1,0,1,18,0,0,0,3,0,0,0,122,165.6,118.1,43,32.9,277,105,212,57,285,102,287,101
,,109533,0,0,0,0,0,2,0,,0,Emerson,Emerson Palmieri dos Santos,0,111,FALSE,,,50,109533.jpg,0,Palmieri dos Santos,0.3,FALSE,,a,5,8,19,0,0,0,0,0,3.8,Emerson,Emerson,Chelsea,Palmieri dos Santos Chelsea,D,1022,0,0,1,21,0,0,0,3,0,0,0,181,207.8,298.7,225,73.2,256,97,117,27,150,29,184,52
,,111773,0,0,0,0,0,2,0,,0,Emil,Emil Krafth,0,333,FALSE,,,45,111773.jpg,0,Krafth,0.2,FALSE,,a,14,4,37,0,0,0,0,0,8.2,Krafth,Krafth,Newcastle,Krafth Newcastle,D,1015,0,1,3,23,0,0,0,0,0,0,2,187,184.4,28.8,39,25.2,268,102,303,111,288,104,301,107
,,63426,0,0,0,0,0,2,0,,0,Enda,Enda Stevens,0,347,FALSE,,,55,63426.jpg,0,Stevens,4.4,FALSE,,a,15,49,142,0,0,0,0,0,25.8,Stevens,Stevens,Sheffield Utd,Stevens Sheffield Utd,D,3345,2,4,13,39,0,0,0,7,0,0,8,639,641,554.5,338,153.5,62,25,36,5,100,14,54,7
,,197365,0,0,0,0,0,2,0,,0,Eric,Eric Bailly,0,310,FALSE,,,50,197365.jpg,0,Bailly,0.3,FALSE,,a,13,1,9,0,0,0,0,0,1.8,Bailly,Bailly,Man Utd,Bailly Man Utd,D,148,0,0,1,1,0,0,0,0,0,0,0,40,32,1,0,3.3,340,127,350,135,447,171,353,129
,,93264,0,0,0,0,0,2,0,,0,Eric,Eric Dier,0,391,FALSE,,,50,93264.jpg,0,Dier,0.7,FALSE,,a,17,6,36,0,0,0,0,0,7.2,Dier,Dier,Spurs,Dier Spurs,D,1340,0,2,3,23,0,0,0,5,0,0,0,172,297.2,100.2,56,45.6,203,78,226,66,274,96,262,89
,,432656,0,0,0,0,0,2,0,,0,Eric,Eric Garcia,0,288,FALSE,,,50,432656.jpg,0,Garcia,0.4,FALSE,,a,12,43,38,0,0,0,0,0,7.6,Garcia,Garcia,Man City,Garcia Man City,D,790,0,0,5,7,0,0,0,1,0,0,0,189,153,42.2,26,22.2,284,109,284,99,297,109,308,111
,,39487,0,0,0,0,0,2,0,,0,Erik,Erik Pieters,0,83,FALSE,,,45,39487.jpg,0,Pieters,9.8,FALSE,,a,4,90,77,0,0,0,0,0,17.1,Pieters,Pieters,Burnley,Pieters Burnley,D,1876,0,5,6,35,0,0,0,2,0,0,10,359,355.4,273.8,90,71.6,175,64,131,29,242,78,188,55
,,105377,0,0,0,0,0,2,0,,0,Ezgjan,Ezgjan Alioski,0,201,FALSE,,,45,105377.jpg,0,Alioski,1.7,FALSE,,a,10,2,0,0,0,0,0,0,0,Alioski,Alioski,Leeds,Alioski Leeds,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,156,394,156,381,152,405,156
,,199798,0,0,0,0,0,2,0,,0,Ezri,Ezri Konsa Ngoyo,0,46,FALSE,,,45,199798.jpg,0,Konsa Ngoyo,0.4,FALSE,,a,2,7,65,0,0,0,0,0,14.4,Konsa,Konsa,Aston Villa,Konsa Ngoyo Aston Villa,D,2038,1,2,5,39,0,0,0,3,0,0,4,335,400.6,151.8,173,72.8,160,58,196,50,188,46,185,53
,,166640,0,0,0,0,0,2,0,,0,Fabián,Fabián Balbuena,0,443,FALSE,,,45,166640.jpg,0,Balbuena,0.3,FALSE,,a,19,21,40,0,0,0,0,0,8.9,Balbuena,Balbuena,West Ham,Balbuena West Ham,D,1176,1,0,3,24,0,0,0,2,0,0,3,210,268,18.5,149,43.6,222,86,314,118,198,52,268,91
50,,119471,0,0,0,0,0,2,0,,0,Fabian,Fabian Schär,0,334,FALSE,Shoulder Dislocation - 50% chance of playing,2020-08-15T10:00:11.898916Z,50,119471.jpg,0,Schär,0.1,FALSE,,d,14,4,55,0,0,0,0,0,11,Schär,Schär,Newcastle,Schär Newcastle,D,1669,2,1,4,38,0,0,0,5,0,0,2,297,440.6,58.3,179,67.8,138,51,269,92,183,42,204,62
,,57145,0,0,0,0,0,2,0,,0,Federico,Federico Fernández,0,323,FALSE,,,50,57145.jpg,0,Fernández,1,FALSE,,a,14,4,102,0,0,0,0,0,20.4,Fernández,Fernández,Newcastle,Fernández Newcastle,D,2617,2,3,8,42,1,0,0,8,0,0,13,507,741,74.5,223,103.7,38,14,244,80,151,30,125,33
,,27789,0,0,0,0,0,2,0,,0,Fernando,Fernandinho,0,266,FALSE,,,55,27789.jpg,0,Luiz Rosa,1.4,FALSE,,a,12,43,55,0,0,0,0,0,10,Fernandinho,Fernandinho,Man City,Luiz Rosa Man City,D,2394,0,1,10,27,1,0,0,7,2,0,1,401,557.6,146.2,175,87.9,86,34,201,53,187,45,157,42
,,194794,0,0,0,0,0,2,0,,0,Fikayo,Fikayo Tomori,0,121,FALSE,,,50,194794.jpg,0,Tomori,0.5,FALSE,,a,5,8,48,0,0,0,0,0,9.6,Tomori,Tomori,Chelsea,Tomori Chelsea,D,1291,1,0,4,18,0,0,0,3,0,0,7,271,335.4,68.6,79,48.5,185,72,257,85,254,84,257,86
,,213405,0,0,0,0,0,2,0,,0,Filip,Filip Benkovic,0,237,FALSE,,,45,213405.jpg,0,Benkovic,0.2,FALSE,,a,9,13,0,0,0,0,0,0,0,Benkovic,Benkovic,Leicester,Benkovic Leicester,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423,166,414,166,404,163,423,166
,,77359,0,0,0,0,0,2,0,,0,Florian,Florian Lejeune,0,327,FALSE,,,45,77359.jpg,0,Lejeune,0.2,FALSE,,a,14,4,24,0,0,0,0,0,5.3,Lejeune,Lejeune,Newcastle,Lejeune Newcastle,D,440,2,0,1,10,0,0,0,0,0,0,1,88,132,12.6,81,22.5,293,113,323,123,249,80,307,110
,,203368,0,0,0,0,0,2,0,,0,Frédéric,Frédéric Guilbert,0,47,FALSE,,,45,203368.jpg,0,Guilbert,0.4,FALSE,,a,2,7,62,0,0,0,0,0,13.8,Guilbert,Guilbert,Aston Villa,Guilbert Aston Villa,D,2038,0,2,6,36,0,0,0,7,0,0,4,342,451.2,241.5,77,77.2,132,48,146,32,256,86,175,49
0,,19419,0,0,0,0,0,2,0,,0,Gary,Gary Cahill,0,125,FALSE,Hamstring injury - Unknown return date,2020-08-15T10:00:11.611500Z,45,19419.jpg,0,Cahill,0.4,FALSE,,i,6,31,70,0,0,0,0,0,15.6,Cahill,Cahill,Crystal Palace,Cahill Crystal Palace,D,2167,0,1,7,35,0,0,0,1,0,0,4,395,448.4,40,342,83.4,136,49,287,102,98,13,166,46
,,82691,0,0,0,0,0,2,0,,0,George,George Baldock,0,351,FALSE,,,55,82691.jpg,0,Baldock,4.6,FALSE,,a,15,49,142,0,0,0,0,0,25.8,Baldock,Baldock,Sheffield Utd,Baldock Sheffield Utd,D,3420,2,4,13,39,0,0,0,7,0,0,7,602,559.8,485.7,241,128.6,84,33,50,10,142,25,86,16
,,95658,0,0,0,0,0,2,0,,0,Harry,Harry Maguire,0,298,FALSE,,,55,95658.jpg,0,Maguire,3.1,FALSE,,a,13,1,123,0,0,0,0,0,22.4,Maguire,Maguire,Man Utd,Maguire Man Utd,D,3420,1,0,13,36,0,0,0,6,0,0,5,681,772,214.6,371,136.2,30,8,159,35,89,11,74,12
,,98745,0,0,0,0,0,2,0,,0,Héctor,Héctor Bellerín,0,11,FALSE,,,50,98745.jpg,0,Bellerín,1.6,FALSE,,a,1,3,44,0,0,0,0,0,8.8,Bellerín,Bellerín,Arsenal,Bellerín Arsenal,D,1156,1,0,4,18,0,0,0,2,0,0,4,204,187.8,76.9,103,37,267,101,243,79,227,68,279,99
,,219924,0,0,0,0,0,2,0,,0,Issa,Issa Diop,0,451,FALSE,,,45,219924.jpg,0,Diop,1.8,FALSE,,a,19,21,76,0,0,0,0,0,16.9,Diop,Diop,West Ham,Diop West Ham,D,2765,3,1,4,54,0,0,0,8,0,0,3,424,610,64.3,210,88.7,66,27,261,87,160,33,156,41
,,146610,0,0,0,0,0,2,0,,0,Jack,Jack O'Connell,0,354,FALSE,,,50,146610.jpg,0,O'Connell,1,FALSE,,a,15,49,111,0,0,0,0,0,22.2,O'Connell,O'Connell,Sheffield Utd,O'Connell Sheffield Utd,D,2915,0,1,12,28,0,0,0,4,0,0,6,552,576.6,262.3,246,108.6,77,30,137,30,140,24,113,26
,,83427,0,0,0,0,0,2,0,,0,Jack,Jack Robinson,0,352,FALSE,,,45,83427.jpg,0,Robinson,0.4,FALSE,,a,15,49,14,0,0,0,0,0,3.1,Jack Robinson,Jack Robinson,Sheffield Utd,Robinson Sheffield Utd,D,504,0,0,1,11,0,0,0,0,0,0,2,87,106.8,30.4,2,14,307,116,297,109,328,127,326,120
,,88900,0,0,0,0,0,2,0,,0,Jack,Jack Stephens,0,367,FALSE,,,50,88900.jpg,0,Stephens,0.5,FALSE,,a,16,20,85,0,0,0,0,0,17,Stephens,Stephens,Southampton,Stephens Southampton,D,2451,1,3,7,39,0,0,0,4,1,0,8,432,566.2,101.5,97,76.6,81,32,224,64,237,73,177,50
,,214470,0,0,0,0,0,2,0,,0,Jake,Jake Vokins,0,380,FALSE,,,40,214470.jpg,0,Vokins,1.3,FALSE,,a,16,20,2,0,0,0,0,0,0.5,Vokins,Vokins,Southampton,Vokins Southampton,D,90,0,0,0,1,0,0,0,0,0,0,0,10,8.4,16.7,3,2.8,361,135,316,120,326,125,357,132
50,,101148,0,0,0,0,0,2,0,,0,Jamaal,Jamaal Lascelles,0,328,FALSE,Ankle injury - 50% chance of playing,2020-08-15T10:00:11.876642Z,45,101148.jpg,0,Lascelles,2,FALSE,,d,14,4,73,0,0,0,0,0,16.2,Lascelles,Lascelles,Newcastle,Lascelles Newcastle,D,2076,1,0,8,31,0,0,0,5,0,0,3,358,403,28.1,125,55.7,159,57,305,113,212,59,235,76
,,184386,0,0,0,0,0,2,0,,0,James,James Bree,0,43,FALSE,,,45,184386.jpg,0,Bree,0.2,FALSE,,a,2,7,0,0,0,0,0,0,0,Bree,Bree,Aston Villa,Bree Aston Villa,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417,163,408,163,396,160,417,163
